speaker_reference,text,generated_wav,language
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, 对于在圣彼得广场举行的葬礼，出席者太多了，因此不可能每个人都能进入。,Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_zh-cn_724.wav,zh-cn
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_735.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, 事实上，即使知道它的存在，也不容易找到。一旦进入洞穴，就完全与世隔绝了。,Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_zh-cn_740.wav,zh-cn
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_751.wav,en
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav, 水下的地形造成回流集中于几处较深的区域，那里可能会形成流向深水的急流。,Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_zh-cn_756.wav,zh-cn
Evaluation/References_DAPS/f3_script1_clean_segment_45.wav," Due to the underwater topology the return flow is concentrated at a few deeper sections, and a fast current to deep water may form there.",Evaluation/Mega-TTS2/Audios/f3_script1_clean_segment_45.wav/f3_script1_clean_segment_45.wav_en_767.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙探讨了贸易和恐怖主义问题。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_772.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_783.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 如果你要访问的国家受到旅行警告的约束，你的旅行健康保险或旅行取消保险可能会受到影响。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_788.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_799.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_804.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," When asked for comment, Miller said, Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_815.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 但如果没有更多修饰语，这个词往往指的是原产于主岛爪哇岛中部和东部地区的食物。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_820.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_831.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 该报告开篇呼吁美国就中东政策展开公开辩论并形成共识。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_836.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_847.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 当地主要的啤酒是“一号”啤酒。它的口感不复杂，但很好喝、很清爽。另一款本地啤酒叫做“曼塔 ”。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_852.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called Manta.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_863.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 该团队正在寻找的效应可能是由星系暗物质和银河系暗物质之间的潮汐力引起的。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_868.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_879.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 当着吓坏了的女王的面，有一名暴徒一度挥动一颗皇家卫士的头颅，这名卫士是在凡尔赛宫被杀害的。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_884.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, At one point a member of the mob waved the head of a royal guard killed at Versailles in front of the terrified Queen.,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_895.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 邓迪大学（University of Dundee）的 Pamela Ferguson 教授指出：“记者如果公布嫌疑人的照片等信息的话，似乎确实存在危害性。”,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_900.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, Professor Pamela Ferguson of the University of Dundee notes journalists do seem to be walking a dangerous line if publishing photos etc of suspects.,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_911.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 世界上任何地方都可能发生恶劣天气。恶劣天气有各种不同类型，具体取决于地理位置、地形和大气条件。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_916.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," Severe weather can occur anywhere in the world, and there are different types of it, which can depend on geography, topography, and atmospheric conditions.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_927.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 很多情况下，在国外参加间隔年课程可以实质上提升你回国升学的机会。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_932.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," In many cases, enrolling on a gap-year course abroad can actually improve your chances of moving into higher education back in your home country.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_943.wav,en
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav, 许多德国烘焙食品也以杏仁、榛子和其他坚果为特色。受欢迎的蛋糕与浓咖啡往往是绝配。,Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_zh-cn_948.wav,zh-cn
Evaluation/References_DAPS/f4_script2_clean_segment_10.wav," Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",Evaluation/Mega-TTS2/Audios/f4_script2_clean_segment_10.wav/f4_script2_clean_segment_10.wav_en_959.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 彗星可能是地球上的水和有机物的来源，这些有机物可以形成蛋白质并维持生命的存续。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_964.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_975.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 我们用植物做房子，用植物做衣服。我们吃的大部分食物都是植物。没有植物，动物就不能生存。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_980.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_991.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 它们成功的秘诀是利基概念，每只猫都负责一项特殊的工作，防止它们与其他猫竞争。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_996.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," The secret to their success is the concept of the niche, a special job each cat holds that keeps it from competing with others.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1007.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 从山峰望去有着令人惊叹的壮丽景色。 来自世界各地的登山者在其绵延不断可作为攀援墙的峭壁上不断开拓新路线。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1012.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1023.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1028.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1039.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 目睹第一次世界大战中的肆虐残暴后，各国都渴望避免重蹈覆辙。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1044.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1055.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 如果在冬天穿越北波罗的海，要检查客舱的位置，因为在冰面上航行会给那些受影响最严重的人带来非常可怕的噪音。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1060.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1071.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 此外，要注意气味会引来熊和其他野生动物，因此要避免携带或烹饪散发气味的食物，并保持营地清洁。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1076.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1087.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 全年都有很多人到大堡礁旅游，而且在大堡礁很少发生由于参加上述任何活动而受伤的情况。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1092.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1103.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 这为我们建立仿真模型提供了大量的信息和材料，有助于我们理解大脑运作的过程。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1108.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, This provides us with a lot of information and material to build simulation models which help us to understand processes in our mind.,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1119.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, “上弓”符号像字母 V，“下弓”符号像是钉书钉或是缺少了底边的正方形。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1124.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, The up bow mark looks like a V and the down bow mark like a staple or a square missing its bottom side.,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1135.wav,en
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav, 这些地区人口稀少，一般不存在光污染的问题，你也能欣赏到璀璨星空。,Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_zh-cn_1140.wav,zh-cn
Evaluation/References_DAPS/f5_script1_clean_segment_35.wav," As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.",Evaluation/Mega-TTS2/Audios/f5_script1_clean_segment_35.wav/f5_script1_clean_segment_35.wav_en_1151.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 在历经数千甚至数百万年以后，这两个种群最终看上去会截然不同，以致于不能将两者称作同一物种。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1156.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1167.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 智利首选登山目的地科茶莫山谷  被称为南美洲的优胜美地 ，这里有各式各样的花岗岩大石壁和峭壁。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1172.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1183.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 他们乘坐马车回到了巴黎，一群人包围了他们，大喊大叫地威胁国王和王后。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1188.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1199.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 瓜拉尼人  是居住在现东巴拉圭地区的最重要的土著群体，他们过着半游牧式的游猎生活，也会进行自给自足的农业活动。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1204.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1215.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 在布法罗-匹兹堡高速公路上，行车条件最具挑战性的是波特马里恩  到费尔蒙特  之间的路段，这段路频繁地途径多处偏僻的边远地区。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1220.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1231.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 强烈建议旅客注意所在地的恶劣天气风险，它们可能会影响旅行计划。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1236.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Travellers are strongly advised to be aware of any risk of severe weather affecting their area as they may affect any travel plans.,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1247.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 请确认你打算乘坐的公交车将会进入希伯伦，而不仅仅是去附近的基亚特·阿巴  犹太定居点。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1252.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Check that the bus you are thinking of taking goes into Hebron and not just to the nearby Jewish settlement of Kiryat Arba.,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1263.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 自给农业，是为了生产仅能满足农业者及其家人所需的食物而进行的农业活动。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1268.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1279.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1284.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1295.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 达斯汀·鲁内尔斯（Dustin Runnels，外号“金沙”）评论说：“卢娜和我一样难以捉摸……她可能要更难摸透……我爱她，也会想她……希望她去到了更好的地方。”,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1300.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, Dustin Goldust Runnels commented that Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1311.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 当地政府警告核电站附近的居民，要待在室内，关掉空调，不要喝自来水。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1316.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1327.wav,en
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav, 例子包括控制、规划和调度，回应客户诊断及客户问题的能力，还有手写识别，声音和脸部功能。,Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_zh-cn_1332.wav,zh-cn
Evaluation/References_DAPS/f6_script2_clean_segment_22.wav," Examples include control, planning and scheduling, the ability to answer customer diagnoses and questions, as well as handwriting recognition, voice and face.",Evaluation/Mega-TTS2/Audios/f6_script2_clean_segment_22.wav/f6_script2_clean_segment_22.wav_en_1343.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳电影剪辑、最佳原创配乐、最佳艺术指导、最佳音效剪辑、最佳混音和最佳原创剧本。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1348.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1359.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 他们通常会提供特别的食品、饮料和娱乐活动，让客人保持愉悦，留在赌场。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1364.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1375.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 对于很容易适应新文化的旅行者来说，有时很难重新适应他们的本土文化。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1380.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, Travellers who had an easy time adjusting to the new culture sometimes have a particularly hard time readjusting to their native culture.,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1391.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 周四，一份发表于《科学》杂志的研究报告称，一种新的鸟类在厄瓜多尔加拉帕戈斯群岛形成。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1396.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1407.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 通常来讲，新加坡是一个非常安全的地方，导航也很容易。到达后你几乎可以买到任何东西。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1412.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," Singapore is generally an extremely safe place to be and very easy to navigate, and you can buy almost anything after arriving.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1423.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 然而，懂一点西班牙语的人可能会急着得出这样的结论：葡萄牙语与西班牙语非常接近，不需要单独学习。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1428.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," However, people who know a little Spanish may hastily conclude that Portuguese is close enough that it need not be studied separately.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1439.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 一对夫妻可能出于自己的利益，或者为其子女利益着想，因而决定不进行生育。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1444.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1455.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 虽然均隶属于“斯堪的纳维亚”，但丹麦、瑞典、挪威和冰岛的民众、国王、习俗和历史之间存在着许多差异。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1460.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," Though each country was 'Scandinavian', there were many differences between the people, kings, customs and history of Denmark, Sweden, Norway and Iceland.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1471.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 她被拘留，等待起诉和审判；但是任何目击者的证据都可能受到负面影响，因为她的形象已被广泛发布。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1476.wav,zh-cn
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav," She is in custody pending indictment and trial, but any eyewitness evidence may be tainted because her image has been widely published.",Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_en_1487.wav,en
Evaluation/References_DAPS/f7_script1_clean_segment_41.wav, 迄今为止，船运是跨洋运输大量人员和货物的最有效方式。,Evaluation/Mega-TTS2/Audios/f7_script1_clean_segment_41.wav/f7_script1_clean_segment_41.wav_zh-cn_1492.wav,zh-cn
